_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,930A,Contribution From Reserves/Reserve Funds,797078,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,940A,Sundry and Other Revenues,55332777,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,750A,Inter-Divisional Recoveries,200000,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,850A,User Fees & Donations,68327,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,920A,Transfers From Capital,172167,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,930A,Contribution From Reserves/Reserve Funds,4597078,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,940A,Sundry and Other Revenues,540545,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,920A,Transfers From Capital,1087382,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,940A,Sundry and Other Revenues,2768720,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,920A,Transfers From Capital,6454,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,940A,Sundry and Other Revenues,579568,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,850A,User Fees & Donations,80359,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,920A,Transfers From Capital,1268095,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,940A,Sundry and Other Revenues,734845,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,850A,User Fees & Donations,84411,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,920A,Transfers From Capital,999203,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,930A,Contribution From Reserves/Reserve Funds,298539,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,940A,Sundry and Other Revenues,1152902,
Yonge-Dundas Square,Yd-Public Square And Event Venue,,850A,User Fees & Donations,1060000,
Yonge-Dundas Square,Yd-Public Square And Event Venue,,860A,Licences & Permits Revenue,345000,
Yonge-Dundas Square,Yd-Public Square And Event Venue,,940A,Sundry and Other Revenues,540150,
