_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),510A,Contribution To Reserves/Reserve Funds,4951905,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),650A,Other Expenditures,1679046,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),700A,Inter-Divisional Charges,3261073,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,200A,Materials & Supplies,356062,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,300A,Equipment,1240,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,400A,Service And Rent,51721,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,510A,Contribution To Reserves/Reserve Funds,198830,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,650A,Other Expenditures,150571,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,700A,Inter-Divisional Charges,192759,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,100A,Salaries And Benefits,594380,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,200A,Materials & Supplies,25563,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,300A,Equipment,6568,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,400A,Service And Rent,73126,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,510A,Contribution To Reserves/Reserve Funds,27035,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,650A,Other Expenditures,23069,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,700A,Inter-Divisional Charges,33108,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,100A,Salaries And Benefits,130287,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,200A,Materials & Supplies,3911,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,300A,Equipment,1932,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,400A,Service And Rent,3397669,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,510A,Contribution To Reserves/Reserve Funds,389748,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,650A,Other Expenditures,302894,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,700A,Inter-Divisional Charges,465823,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),100A,Salaries And Benefits,1091874,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),200A,Materials & Supplies,42054,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),300A,Equipment,2417,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),400A,Service And Rent,2391131,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),510A,Contribution To Reserves/Reserve Funds,168966,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),650A,Other Expenditures,131312,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),700A,Inter-Divisional Charges,200035,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),100A,Salaries And Benefits,9658755,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),200A,Materials & Supplies,1846541,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),300A,Equipment,57914,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),400A,Service And Rent,12590134,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),510A,Contribution To Reserves/Reserve Funds,1656975,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),650A,Other Expenditures,2585060,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),700A,Inter-Divisional Charges,2431640,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),100A,Salaries And Benefits,3157545,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),200A,Materials & Supplies,395678,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),300A,Equipment,22526,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),400A,Service And Rent,19043176,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),510A,Contribution To Reserves/Reserve Funds,2311352,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),650A,Other Expenditures,2009507,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),700A,Inter-Divisional Charges,1993975,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),100A,Salaries And Benefits,3390573,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),200A,Materials & Supplies,434859,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),300A,Equipment,18592,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),400A,Service And Rent,4940943,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),510A,Contribution To Reserves/Reserve Funds,854350,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),650A,Other Expenditures,919097,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),700A,Inter-Divisional Charges,1331251,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),100A,Salaries And Benefits,1351154,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),200A,Materials & Supplies,26661,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),300A,Equipment,5449,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),400A,Service And Rent,1989732,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),510A,Contribution To Reserves/Reserve Funds,270346,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),650A,Other Expenditures,210100,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),700A,Inter-Divisional Charges,186799,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),100A,Salaries And Benefits,7594280,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),200A,Materials & Supplies,868162,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),300A,Equipment,27293,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),400A,Service And Rent,32108218,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),510A,Contribution To Reserves/Reserve Funds,2394303,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),650A,Other Expenditures,2467952,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),700A,Inter-Divisional Charges,3709570,
Theatres,Theatrical & Other Cultural Events,,100A,Salaries And Benefits,11725491,
Theatres,Theatrical & Other Cultural Events,,200A,Materials & Supplies,2188982,
Theatres,Theatrical & Other Cultural Events,,300A,Equipment,826141,
Theatres,Theatrical & Other Cultural Events,,400A,Service And Rent,4847552,
Theatres,Theatrical & Other Cultural Events,,505A,Contribution To Capital,1074368,
Theatres,Theatrical & Other Cultural Events,,510A,Contribution To Reserves/Reserve Funds,1766657,
Theatres,Theatrical & Other Cultural Events,,650A,Other Expenditures,735150,
Toronto & Region Conservation Authority,,,100A,Salaries And Benefits,33120000,
Toronto & Region Conservation Authority,,,200A,Materials & Supplies,4211000,
Toronto & Region Conservation Authority,,,300A,Equipment,1252000,
Toronto & Region Conservation Authority,,,400A,Service And Rent,1936000,
Toronto Atmospheric Fund,,,200A,Materials & Supplies,20000,
Toronto Atmospheric Fund,,,400A,Service And Rent,1102000,
Toronto Atmospheric Fund,,,650A,Other Expenditures,500000,
Toronto Building,BL-Building Compliance,Building Inspections,100A,Salaries And Benefits,17877132,
Toronto Building,BL-Building Compliance,Building Inspections,200A,Materials & Supplies,55800,
Toronto Building,BL-Building Compliance,Building Inspections,300A,Equipment,325074,
Toronto Building,BL-Building Compliance,Building Inspections,400A,Service And Rent,455601,
Toronto Building,BL-Building Compliance,Building Inspections,510A,Contribution To Reserves/Reserve Funds,1614668,
Toronto Building,BL-Building Compliance,Building Inspections,650A,Other Expenditures,145448,
Toronto Building,BL-Building Compliance,Building Inspections,700A,Inter-Divisional Charges,336294,
Toronto Building,BL-Building Compliance,Building Investigations,100A,Salaries And Benefits,3322375,
Toronto Building,BL-Building Compliance,Building Investigations,200A,Materials & Supplies,11313,
Toronto Building,BL-Building Compliance,Building Investigations,300A,Equipment,27791,
Toronto Building,BL-Building Compliance,Building Investigations,400A,Service And Rent,84170,
Toronto Building,BL-Building Compliance,Building Investigations,510A,Contribution To Reserves/Reserve Funds,327357,
Toronto Building,BL-Building Compliance,Building Investigations,650A,Other Expenditures,29488,
Toronto Building,BL-Building Compliance,Building Investigations,700A,Inter-Divisional Charges,68180,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,100A,Salaries And Benefits,287901,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,200A,Materials & Supplies,1223,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,300A,Equipment,3004,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,400A,Service And Rent,9099,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,510A,Contribution To Reserves/Reserve Funds,35390,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,650A,Other Expenditures,3188,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,700A,Inter-Divisional Charges,7371,
Toronto Building,BL-Building Permission & Information,Building Information,100A,Salaries And Benefits,1798313,
Toronto Building,BL-Building Permission & Information,Building Information,200A,Materials & Supplies,16816,
Toronto Building,BL-Building Permission & Information,Building Information,300A,Equipment,41310,
Toronto Building,BL-Building Permission & Information,Building Information,400A,Service And Rent,125120,
Toronto Building,BL-Building Permission & Information,Building Information,510A,Contribution To Reserves/Reserve Funds,486612,
Toronto Building,BL-Building Permission & Information,Building Information,650A,Other Expenditures,43834,
Toronto Building,BL-Building Permission & Information,Building Information,700A,Inter-Divisional Charges,101349,
Toronto Building,BL-Building Permission & Information,Building Permits,100A,Salaries And Benefits,18855008,
Toronto Building,BL-Building Permission & Information,Building Permits,200A,Materials & Supplies,54729,
Toronto Building,BL-Building Permission & Information,Building Permits,300A,Equipment,134446,
Toronto Building,BL-Building Permission & Information,Building Permits,400A,Service And Rent,407204,
Toronto Building,BL-Building Permission & Information,Building Permits,510A,Contribution To Reserves/Reserve Funds,1583702,
Toronto Building,BL-Building Permission & Information,Building Permits,650A,Other Expenditures,142659,
Toronto Building,BL-Building Permission & Information,Building Permits,700A,Inter-Divisional Charges,329846,
Toronto Building,BL-Building Permission & Information,Preliminary Review,100A,Salaries And Benefits,4046740,
Toronto Building,BL-Building Permission & Information,Preliminary Review,200A,Materials & Supplies,12995,
Toronto Building,BL-Building Permission & Information,Preliminary Review,300A,Equipment,31922,
Toronto Building,BL-Building Permission & Information,Preliminary Review,400A,Service And Rent,96686,
Toronto Building,BL-Building Permission & Information,Preliminary Review,510A,Contribution To Reserves/Reserve Funds,376019,
Toronto Building,BL-Building Permission & Information,Preliminary Review,650A,Other Expenditures,33872,
Toronto Building,BL-Building Permission & Information,Preliminary Review,700A,Inter-Divisional Charges,78315,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,100A,Salaries And Benefits,3034585,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,200A,Materials & Supplies,80586,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,300A,Equipment,89,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,400A,Service And Rent,-1094958,Non-normal value
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,510A,Contribution To Reserves/Reserve Funds,47010,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,700A,Inter-Divisional Charges,45027,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,100A,Salaries And Benefits,31704185,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,200A,Materials & Supplies,250183,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,300A,Equipment,41098,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,400A,Service And Rent,25634088,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,510A,Contribution To Reserves/Reserve Funds,130649,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,650A,Other Expenditures,10200000,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,700A,Inter-Divisional Charges,454754,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,100A,Salaries And Benefits,26931908,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,200A,Materials & Supplies,13192582,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,300A,Equipment,20108,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,400A,Service And Rent,60921502,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,510A,Contribution To Reserves/Reserve Funds,4773574,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,650A,Other Expenditures,772613295,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,700A,Inter-Divisional Charges,15870577,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,100A,Salaries And Benefits,59570828,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,200A,Materials & Supplies,479618,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,300A,Equipment,103982,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,400A,Service And Rent,-23195515,Non-normal value
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,510A,Contribution To Reserves/Reserve Funds,378659,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,700A,Inter-Divisional Charges,854133,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,100A,Salaries And Benefits,70856635,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,200A,Materials & Supplies,294357,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,300A,Equipment,116041,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,400A,Service And Rent,27989950,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,510A,Contribution To Reserves/Reserve Funds,305305,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,700A,Inter-Divisional Charges,1007232,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,100A,Salaries And Benefits,1062449,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,200A,Materials & Supplies,243926,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,300A,Equipment,12577,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,400A,Service And Rent,411943,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,505A,Contribution To Capital,4536,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,510A,Contribution To Reserves/Reserve Funds,25654,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,700A,Inter-Divisional Charges,95766,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,100A,Salaries And Benefits,512868,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,200A,Materials & Supplies,25132,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,300A,Equipment,4586,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,400A,Service And Rent,20436,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,505A,Contribution To Capital,756,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,510A,Contribution To Reserves/Reserve Funds,70105,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,700A,Inter-Divisional Charges,41414,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,100A,Salaries And Benefits,1018768,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,200A,Materials & Supplies,133834,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,300A,Equipment,13168,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,400A,Service And Rent,125072,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,505A,Contribution To Capital,3024,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,510A,Contribution To Reserves/Reserve Funds,393601,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,650A,Other Expenditures,89,
Toronto Paramedic Services,AM-Emergency Medical Care,AM-City Emergency & Major Event Mass Casualty Care,700A,Inter-Divisional Charges,213961,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,100A,Salaries And Benefits,1042291,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,200A,Materials & Supplies,204725,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,300A,Equipment,15720,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,400A,Service And Rent,78682,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,505A,Contribution To Capital,13608,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,510A,Contribution To Reserves/Reserve Funds,100328,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,650A,Other Expenditures,197,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,700A,Inter-Divisional Charges,202531,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,100A,Salaries And Benefits,142043615,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,200A,Materials & Supplies,5305742,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,300A,Equipment,810630,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,400A,Service And Rent,6428122,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,505A,Contribution To Capital,534228,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,510A,Contribution To Reserves/Reserve Funds,6193653,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,650A,Other Expenditures,8651,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,700A,Inter-Divisional Charges,7111734,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,100A,Salaries And Benefits,21416646,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,200A,Materials & Supplies,342425,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,300A,Equipment,279741,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,400A,Service And Rent,2502688,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,505A,Contribution To Capital,43848,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,510A,Contribution To Reserves/Reserve Funds,137892,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,700A,Inter-Divisional Charges,1914010,
Toronto Parking Authority,Bike Share,,400A,Service And Rent,913100,
Toronto Parking Authority,Off-Street Parking,,100A,Salaries And Benefits,21507046,
Toronto Parking Authority,Off-Street Parking,,200A,Materials & Supplies,4070987,
Toronto Parking Authority,Off-Street Parking,,300A,Equipment,4902088,
Toronto Parking Authority,Off-Street Parking,,400A,Service And Rent,20857523,
Toronto Parking Authority,Off-Street Parking,,650A,Other Expenditures,18842263,
Toronto Parking Authority,On-Street Parking,,100A,Salaries And Benefits,2671619,
Toronto Parking Authority,On-Street Parking,,200A,Materials & Supplies,5368187,
Toronto Parking Authority,On-Street Parking,,300A,Equipment,2396897,
Toronto Parking Authority,On-Street Parking,,400A,Service And Rent,3212940,
Toronto Parking Authority,On-Street Parking,,650A,Other Expenditures,-1,
Toronto Police Service,,,100A,Salaries And Benefits,1011506700,
Toronto Police Service,,,200A,Materials & Supplies,18518400,
Toronto Police Service,,,300A,Equipment,2157800,
Toronto Police Service,,,400A,Service And Rent,43303788,
Toronto Police Service,,,510A,Contribution To Reserves/Reserve Funds,38421889,
Toronto Police Service,,,700A,Inter-Divisional Charges,20240400,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,100A,Salaries And Benefits,963200,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,200A,Materials & Supplies,7600,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,300A,Equipment,900,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,400A,Service And Rent,821700,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,505A,Contribution To Capital,610600,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,700A,Inter-Divisional Charges,645400,
Toronto Public Health,Chronic Diseases & Injuries,,100A,Salaries And Benefits,28541306,
Toronto Public Health,Chronic Diseases & Injuries,,200A,Materials & Supplies,438817,
Toronto Public Health,Chronic Diseases & Injuries,,300A,Equipment,95498,
Toronto Public Health,Chronic Diseases & Injuries,,400A,Service And Rent,3261484,
Toronto Public Health,Chronic Diseases & Injuries,,510A,Contribution To Reserves/Reserve Funds,219201,
Toronto Public Health,Chronic Diseases & Injuries,,650A,Other Expenditures,2876305,
Toronto Public Health,Chronic Diseases & Injuries,,700A,Inter-Divisional Charges,2525981,
Toronto Public Health,Emergency Preparedness,,100A,Salaries And Benefits,2614865,
Toronto Public Health,Emergency Preparedness,,200A,Materials & Supplies,17198,
Toronto Public Health,Emergency Preparedness,,300A,Equipment,15421,
Toronto Public Health,Emergency Preparedness,,400A,Service And Rent,171953,
Toronto Public Health,Emergency Preparedness,,510A,Contribution To Reserves/Reserve Funds,25788,
Toronto Public Health,Emergency Preparedness,,700A,Inter-Divisional Charges,292963,
Toronto Public Health,Environmental Health,,100A,Salaries And Benefits,19621248,
Toronto Public Health,Environmental Health,,200A,Materials & Supplies,166531,
Toronto Public Health,Environmental Health,,300A,Equipment,195712,
Toronto Public Health,Environmental Health,,400A,Service And Rent,1844780,
Toronto Public Health,Environmental Health,,510A,Contribution To Reserves/Reserve Funds,167624,
Toronto Public Health,Environmental Health,,650A,Other Expenditures,14000,
Toronto Public Health,Environmental Health,,700A,Inter-Divisional Charges,1980567,
Toronto Public Health,Family Health,,100A,Salaries And Benefits,60996496,
Toronto Public Health,Family Health,,200A,Materials & Supplies,1124980,
Toronto Public Health,Family Health,,300A,Equipment,276466,
Toronto Public Health,Family Health,,400A,Service And Rent,15929901,
Toronto Public Health,Family Health,,510A,Contribution To Reserves/Reserve Funds,361037,
Toronto Public Health,Family Health,,650A,Other Expenditures,2768277,
Toronto Public Health,Family Health,,700A,Inter-Divisional Charges,4430470,
Toronto Public Health,Infectious Diseases,,100A,Salaries And Benefits,48494157,
Toronto Public Health,Infectious Diseases,,200A,Materials & Supplies,1519562,
Toronto Public Health,Infectious Diseases,,300A,Equipment,292073,
Toronto Public Health,Infectious Diseases,,400A,Service And Rent,7956068,
Toronto Public Health,Infectious Diseases,,510A,Contribution To Reserves/Reserve Funds,386826,
Toronto Public Health,Infectious Diseases,,700A,Inter-Divisional Charges,4442438,
Toronto Public Health,Public Health Foundations,,100A,Salaries And Benefits,20017017,
Toronto Public Health,Public Health Foundations,,200A,Materials & Supplies,499942,
Toronto Public Health,Public Health Foundations,,300A,Equipment,123306,
Toronto Public Health,Public Health Foundations,,400A,Service And Rent,1507140,
Toronto Public Health,Public Health Foundations,,510A,Contribution To Reserves/Reserve Funds,128942,
Toronto Public Health,Public Health Foundations,,650A,Other Expenditures,2879171,
Toronto Public Health,Public Health Foundations,,700A,Inter-Divisional Charges,1481815,
Toronto Public Library,Library Collections Access & Borrowing,,100A,Salaries And Benefits,55773052,
Toronto Public Library,Library Collections Access & Borrowing,,200A,Materials & Supplies,13794601,
Toronto Public Library,Library Collections Access & Borrowing,,300A,Equipment,61742,
Toronto Public Library,Library Collections Access & Borrowing,,400A,Service And Rent,2973321,
Toronto Public Library,Library Collections Access & Borrowing,,505A,Contribution To Capital,171259,
Toronto Public Library,Library Collections Access & Borrowing,,510A,Contribution To Reserves/Reserve Funds,110971,
Toronto Public Library,Library In-Branch & Virtual Services,,100A,Salaries And Benefits,81514460,
Toronto Public Library,Library In-Branch & Virtual Services,,200A,Materials & Supplies,12994706,
Toronto Public Library,Library In-Branch & Virtual Services,,300A,Equipment,490981,
Toronto Public Library,Library In-Branch & Virtual Services,,400A,Service And Rent,15684708,
Toronto Public Library,Library In-Branch & Virtual Services,,505A,Contribution To Capital,1167698,
Toronto Public Library,Library In-Branch & Virtual Services,,510A,Contribution To Reserves/Reserve Funds,756711,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,100A,Salaries And Benefits,5720311,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,200A,Materials & Supplies,709468,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,300A,Equipment,14204,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,400A,Service And Rent,501861,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,505A,Contribution To Capital,39043,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,510A,Contribution To Reserves/Reserve Funds,25300,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,100A,Salaries And Benefits,1268661900,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,200A,Materials & Supplies,306969099,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,300A,Equipment,33449400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,400A,Service And Rent,88898800,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,650A,Other Expenditures,34645100,
