Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Salaries And Benefits,100A,Expenses,10652574,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Service And Rent,400A,Expenses,6606268,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Equipment,300A,Expenses,1252000,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Materials & Supplies,200A,Expenses,4211000,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Salaries And Benefits,100A,Expenses,32520000,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Service And Rent,400A,Expenses,1936000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Materials & Supplies,200A,Expenses,20000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Other Expenditures,650A,Expenses,500000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Salaries And Benefits,100A,Expenses,953000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Service And Rent,400A,Expenses,1102000,
Toronto Building,BL-Building Compliance,Building Inspections,Contribution To Reserves/Reserve Funds,510A,Expenses,1205807,
Toronto Building,BL-Building Compliance,Building Inspections,Equipment,300A,Expenses,104724,
Toronto Building,BL-Building Compliance,Building Inspections,Inter-Divisional Charges,700A,Expenses,238817,
Toronto Building,BL-Building Compliance,Building Inspections,Materials & Supplies,200A,Expenses,74050,
Toronto Building,BL-Building Compliance,Building Inspections,Other Expenditures,650A,Expenses,101648,
Toronto Building,BL-Building Compliance,Building Inspections,Salaries And Benefits,100A,Expenses,16435867,
Toronto Building,BL-Building Compliance,Building Inspections,Service And Rent,400A,Expenses,439230,
Toronto Building,BL-Building Compliance,Building Investigations,Contribution To Reserves/Reserve Funds,510A,Expenses,244465,
Toronto Building,BL-Building Compliance,Building Investigations,Equipment,300A,Expenses,21131,
Toronto Building,BL-Building Compliance,Building Investigations,Inter-Divisional Charges,700A,Expenses,48356,
Toronto Building,BL-Building Compliance,Building Investigations,Materials & Supplies,200A,Expenses,15013,
Toronto Building,BL-Building Compliance,Building Investigations,Other Expenditures,650A,Expenses,20608,
Toronto Building,BL-Building Compliance,Building Investigations,Salaries And Benefits,100A,Expenses,3144943,
Toronto Building,BL-Building Compliance,Building Investigations,Service And Rent,400A,Expenses,89461,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Contribution To Reserves/Reserve Funds,510A,Expenses,26429,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Equipment,300A,Expenses,2284,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Inter-Divisional Charges,700A,Expenses,5245,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Materials & Supplies,200A,Expenses,1623,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Other Expenditures,650A,Expenses,2228,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Salaries And Benefits,100A,Expenses,284441,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Service And Rent,400A,Expenses,9671,
Toronto Building,BL-Building Permission & Information,Building Information,Contribution To Reserves/Reserve Funds,510A,Expenses,363394,
Toronto Building,BL-Building Permission & Information,Building Information,Equipment,300A,Expenses,31410,
Toronto Building,BL-Building Permission & Information,Building Information,Inter-Divisional Charges,700A,Expenses,72116,
Toronto Building,BL-Building Permission & Information,Building Information,Materials & Supplies,200A,Expenses,22316,
Toronto Building,BL-Building Permission & Information,Building Information,Other Expenditures,650A,Expenses,30634,
Toronto Building,BL-Building Permission & Information,Building Information,Salaries And Benefits,100A,Expenses,1881421,
Toronto Building,BL-Building Permission & Information,Building Information,Service And Rent,400A,Expenses,132985,
Toronto Building,BL-Building Permission & Information,Building Permits,Contribution To Reserves/Reserve Funds,510A,Expenses,1182682,
Toronto Building,BL-Building Permission & Information,Building Permits,Equipment,300A,Expenses,102226,
Toronto Building,BL-Building Permission & Information,Building Permits,Inter-Divisional Charges,700A,Expenses,234706,
Toronto Building,BL-Building Permission & Information,Building Permits,Materials & Supplies,200A,Expenses,72629,
Toronto Building,BL-Building Permission & Information,Building Permits,Other Expenditures,650A,Expenses,99699,
Toronto Building,BL-Building Permission & Information,Building Permits,Salaries And Benefits,100A,Expenses,18600715,
Toronto Building,BL-Building Permission & Information,Building Permits,Service And Rent,400A,Expenses,432801,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Contribution To Reserves/Reserve Funds,510A,Expenses,280804,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Equipment,300A,Expenses,24271,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Inter-Divisional Charges,700A,Expenses,55725,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Materials & Supplies,200A,Expenses,17245,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Other Expenditures,650A,Expenses,23672,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Salaries And Benefits,100A,Expenses,4165082,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Service And Rent,400A,Expenses,102763,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Contribution To Reserves/Reserve Funds,510A,Expenses,47010,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Equipment,300A,Expenses,89,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Inter-Divisional Charges,700A,Expenses,33644,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Materials & Supplies,200A,Expenses,86642,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Salaries And Benefits,100A,Expenses,2933984,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Service And Rent,400A,Expenses,-641998,Non-normal value
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Contribution To Reserves/Reserve Funds,510A,Expenses,130649,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Equipment,300A,Expenses,139463,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Inter-Divisional Charges,700A,Expenses,374699,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Materials & Supplies,200A,Expenses,330020,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Other Expenditures,650A,Expenses,10200000,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Salaries And Benefits,100A,Expenses,32345358,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Service And Rent,400A,Expenses,25600516,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Contribution To Reserves/Reserve Funds,510A,Expenses,6966574,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Equipment,300A,Expenses,67812,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Inter-Divisional Charges,700A,Expenses,22226609,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Materials & Supplies,200A,Expenses,13259967,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Other Expenditures,650A,Expenses,776226895,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Salaries And Benefits,100A,Expenses,26919681,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Service And Rent,400A,Expenses,62285716,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Contribution To Reserves/Reserve Funds,510A,Expenses,378659,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Equipment,300A,Expenses,286788,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Inter-Divisional Charges,700A,Expenses,667818,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Materials & Supplies,200A,Expenses,625633,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Salaries And Benefits,100A,Expenses,57474617,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Service And Rent,400A,Expenses,-22515225,Non-normal value
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Contribution To Reserves/Reserve Funds,510A,Expenses,305305,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Equipment,300A,Expenses,382390,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Inter-Divisional Charges,700A,Expenses,812289,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Materials & Supplies,200A,Expenses,471457,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Salaries And Benefits,100A,Expenses,68082261,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Service And Rent,400A,Expenses,26747572,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Contribution To Capital,505A,Expenses,4536,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Contribution To Reserves/Reserve Funds,510A,Expenses,25654,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Equipment,300A,Expenses,12453,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Inter-Divisional Charges,700A,Expenses,106999,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Materials & Supplies,200A,Expenses,214047,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Salaries And Benefits,100A,Expenses,1170155,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Service And Rent,400A,Expenses,486220,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Contribution To Capital,505A,Expenses,756,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Contribution To Reserves/Reserve Funds,510A,Expenses,70105,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Equipment,300A,Expenses,54572,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Inter-Divisional Charges,700A,Expenses,42621,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Materials & Supplies,200A,Expenses,27174,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Salaries And Benefits,100A,Expenses,884837,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Service And Rent,400A,Expenses,222669,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Contribution To Capital,505A,Expenses,13608,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Contribution To Reserves/Reserve Funds,510A,Expenses,100328,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Equipment,300A,Expenses,10666,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Inter-Divisional Charges,700A,Expenses,203044,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Materials & Supplies,200A,Expenses,193694,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Other Expenditures,650A,Expenses,197,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Salaries And Benefits,100A,Expenses,3134153,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Service And Rent,400A,Expenses,85145,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Contribution To Capital,505A,Expenses,690228,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Contribution To Reserves/Reserve Funds,510A,Expenses,5238653,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Equipment,300A,Expenses,616264,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Inter-Divisional Charges,700A,Expenses,6935966,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Materials & Supplies,200A,Expenses,5459730,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Other Expenditures,650A,Expenses,8651,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Salaries And Benefits,100A,Expenses,134648378,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Service And Rent,400A,Expenses,6416874,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Contribution To Capital,505A,Expenses,3024,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Contribution To Reserves/Reserve Funds,510A,Expenses,393601,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Equipment,300A,Expenses,52081,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Inter-Divisional Charges,700A,Expenses,233833,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Materials & Supplies,200A,Expenses,205394,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Other Expenditures,650A,Expenses,89,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Salaries And Benefits,100A,Expenses,3426658,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Service And Rent,400A,Expenses,154666,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Contribution To Capital,505A,Expenses,43848,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Contribution To Reserves/Reserve Funds,510A,Expenses,137892,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Equipment,300A,Expenses,267173,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Inter-Divisional Charges,700A,Expenses,1913843,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Materials & Supplies,200A,Expenses,366752,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Salaries And Benefits,100A,Expenses,21321783,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Service And Rent,400A,Expenses,2509985,
Toronto Parking Authority,Bike Share,Bike Share,Service And Rent,400A,Expenses,913100,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Equipment,300A,Expenses,4858812,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Materials & Supplies,200A,Expenses,3822074,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Other Expenditures,650A,Expenses,36651150,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Salaries And Benefits,100A,Expenses,20680667,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Service And Rent,400A,Expenses,18905289,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Equipment,300A,Expenses,2511239,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Materials & Supplies,200A,Expenses,5381798,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Other Expenditures,650A,Expenses,34719174,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Salaries And Benefits,100A,Expenses,2598161,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Service And Rent,400A,Expenses,3187976,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Contribution To Reserves/Reserve Funds,510A,Expenses,37797489,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Equipment,300A,Expenses,3105400,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Inter-Divisional Charges,700A,Expenses,20218912,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Materials & Supplies,200A,Expenses,19807600,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Salaries And Benefits,100A,Expenses,1028821700,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Service And Rent,400A,Expenses,62565888,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Contribution To Capital,505A,Expenses,610600,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Inter-Divisional Charges,700A,Expenses,645400,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Materials & Supplies,200A,Expenses,7300,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Salaries And Benefits,100A,Expenses,969200,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Service And Rent,400A,Expenses,883300,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Contribution To Reserves/Reserve Funds,510A,Expenses,252879,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Equipment,300A,Expenses,579336,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Inter-Divisional Charges,700A,Expenses,2498861,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Materials & Supplies,200A,Expenses,465442,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Other Expenditures,650A,Expenses,2876305,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Salaries And Benefits,100A,Expenses,24756612,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Service And Rent,400A,Expenses,3480920,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Contribution To Reserves/Reserve Funds,510A,Expenses,29750,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Equipment,300A,Expenses,10383,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Inter-Divisional Charges,700A,Expenses,293635,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Materials & Supplies,200A,Expenses,16403,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Salaries And Benefits,100A,Expenses,2639276,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Service And Rent,400A,Expenses,185666,
Toronto Public Health,Environmental Health,Environmental Health,Contribution To Reserves/Reserve Funds,510A,Expenses,193378,
Toronto Public Health,Environmental Health,Environmental Health,Equipment,300A,Expenses,182453,
Toronto Public Health,Environmental Health,Environmental Health,Inter-Divisional Charges,700A,Expenses,2000622,
Toronto Public Health,Environmental Health,Environmental Health,Materials & Supplies,200A,Expenses,152906,
Toronto Public Health,Environmental Health,Environmental Health,Other Expenditures,650A,Expenses,14000,
Toronto Public Health,Environmental Health,Environmental Health,Salaries And Benefits,100A,Expenses,19502389,
Toronto Public Health,Environmental Health,Environmental Health,Service And Rent,400A,Expenses,1964016,
Toronto Public Health,Family Health,Family Health,Contribution To Reserves/Reserve Funds,510A,Expenses,416506,
Toronto Public Health,Family Health,Family Health,Equipment,300A,Expenses,288696,
Toronto Public Health,Family Health,Family Health,Inter-Divisional Charges,700A,Expenses,5995042,
Toronto Public Health,Family Health,Family Health,Materials & Supplies,200A,Expenses,1091759,
Toronto Public Health,Family Health,Family Health,Other Expenditures,650A,Expenses,2768277,
Toronto Public Health,Family Health,Family Health,Salaries And Benefits,100A,Expenses,63710506,
Toronto Public Health,Family Health,Family Health,Service And Rent,400A,Expenses,24891748,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Contribution To Reserves/Reserve Funds,510A,Expenses,446256,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Equipment,300A,Expenses,343583,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Inter-Divisional Charges,700A,Expenses,4425276,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Materials & Supplies,200A,Expenses,1527288,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Salaries And Benefits,100A,Expenses,49206086,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Service And Rent,400A,Expenses,7979868,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Contribution To Reserves/Reserve Funds,510A,Expenses,148752,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Equipment,300A,Expenses,116306,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Inter-Divisional Charges,700A,Expenses,1676702,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Materials & Supplies,200A,Expenses,513516,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Other Expenditures,650A,Expenses,2879171,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Salaries And Benefits,100A,Expenses,21870475,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Service And Rent,400A,Expenses,1588422,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Contribution To Capital,505A,Expenses,171259,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Contribution To Reserves/Reserve Funds,510A,Expenses,110971,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Equipment,300A,Expenses,61742,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Materials & Supplies,200A,Expenses,13301242,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Salaries And Benefits,100A,Expenses,55037494,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Service And Rent,400A,Expenses,2851811,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Contribution To Capital,505A,Expenses,1167698,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Contribution To Reserves/Reserve Funds,510A,Expenses,756711,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Equipment,300A,Expenses,490981,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Materials & Supplies,200A,Expenses,12511495,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Salaries And Benefits,100A,Expenses,80539416,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Service And Rent,400A,Expenses,14826314,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Contribution To Capital,505A,Expenses,39043,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Contribution To Reserves/Reserve Funds,510A,Expenses,25300,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Equipment,300A,Expenses,14076,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Materials & Supplies,200A,Expenses,683563,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Salaries And Benefits,100A,Expenses,5644871,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Service And Rent,400A,Expenses,474321,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Contribution To Capital,505A,Expenses,13936000,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Equipment,300A,Expenses,32345400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Inter-Divisional Charges,700A,Expenses,3576400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Materials & Supplies,200A,Expenses,318563899,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Other Expenditures,650A,Expenses,34216000,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Salaries And Benefits,100A,Expenses,1212667300,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Service And Rent,400A,Expenses,78515300,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Materials & Supplies,200A,Expenses,14507100,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Other Expenditures,650A,Expenses,684800,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Salaries And Benefits,100A,Expenses,57920300,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Service And Rent,400A,Expenses,42200900,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Contribution To Reserves/Reserve Funds,510A,Expenses,-13189189,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Equipment,300A,Expenses,77953,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Inter-Divisional Charges,700A,Expenses,3543940,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Materials & Supplies,200A,Expenses,435902,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Other Expenditures,650A,Expenses,30350,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Salaries And Benefits,100A,Expenses,10160775,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Service And Rent,400A,Expenses,2319205,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Contribution To Reserves/Reserve Funds,510A,Expenses,-10205683,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Equipment,300A,Expenses,35831,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Inter-Divisional Charges,700A,Expenses,2226687,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Materials & Supplies,200A,Expenses,336639,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Other Expenditures,650A,Expenses,4598550,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Salaries And Benefits,100A,Expenses,3578865,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Service And Rent,400A,Expenses,305872,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Contribution To Reserves/Reserve Funds,510A,Expenses,472701706,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Equipment,300A,Expenses,194373,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Inter-Divisional Charges,700A,Expenses,13856588,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Materials & Supplies,200A,Expenses,2276456,
