Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),Other Expenditures,650A,137978,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),Salaries And Benefits,100A,1478380,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),Service And Rent,400A,1605324,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Contribution To Reserves/Reserve Funds,510A,1641111,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Equipment,300A,28537,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Inter-Divisional Charges,700A,3611279,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Materials & Supplies,200A,708522,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Other Expenditures,650A,1842412,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Salaries And Benefits,100A,7313996,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),Service And Rent,400A,29787066,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Contribution To Capital,505A,952151,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Contribution To Reserves/Reserve Funds,510A,1708104,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Equipment,300A,436163,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Materials & Supplies,200A,2032922,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Other Expenditures,650A,935489,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Salaries And Benefits,100A,10652574,
Theatres,Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,Service And Rent,400A,6606268,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Equipment,300A,1252000,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Materials & Supplies,200A,4211000,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Salaries And Benefits,100A,32520000,
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Service And Rent,400A,1936000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Materials & Supplies,200A,20000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Other Expenditures,650A,500000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Salaries And Benefits,100A,953000,
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Toronto Atmospheric Fund,Service And Rent,400A,1102000,
Toronto Building,BL-Building Compliance,Building Inspections,Contribution To Reserves/Reserve Funds,510A,1205807,
Toronto Building,BL-Building Compliance,Building Inspections,Equipment,300A,104724,
Toronto Building,BL-Building Compliance,Building Inspections,Inter-Divisional Charges,700A,238817,
Toronto Building,BL-Building Compliance,Building Inspections,Materials & Supplies,200A,74050,
Toronto Building,BL-Building Compliance,Building Inspections,Other Expenditures,650A,101648,
Toronto Building,BL-Building Compliance,Building Inspections,Salaries And Benefits,100A,16435867,
Toronto Building,BL-Building Compliance,Building Inspections,Service And Rent,400A,439230,
Toronto Building,BL-Building Compliance,Building Investigations,Contribution To Reserves/Reserve Funds,510A,244465,
Toronto Building,BL-Building Compliance,Building Investigations,Equipment,300A,21131,
Toronto Building,BL-Building Compliance,Building Investigations,Inter-Divisional Charges,700A,48356,
Toronto Building,BL-Building Compliance,Building Investigations,Materials & Supplies,200A,15013,
Toronto Building,BL-Building Compliance,Building Investigations,Other Expenditures,650A,20608,
Toronto Building,BL-Building Compliance,Building Investigations,Salaries And Benefits,100A,3144943,
Toronto Building,BL-Building Compliance,Building Investigations,Service And Rent,400A,89461,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Contribution To Reserves/Reserve Funds,510A,26429,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Equipment,300A,2284,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Inter-Divisional Charges,700A,5245,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Materials & Supplies,200A,1623,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Other Expenditures,650A,2228,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Salaries And Benefits,100A,284441,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,Service And Rent,400A,9671,
Toronto Building,BL-Building Permission & Information,Building Information,Contribution To Reserves/Reserve Funds,510A,363394,
Toronto Building,BL-Building Permission & Information,Building Information,Equipment,300A,31410,
Toronto Building,BL-Building Permission & Information,Building Information,Inter-Divisional Charges,700A,72116,
Toronto Building,BL-Building Permission & Information,Building Information,Materials & Supplies,200A,22316,
Toronto Building,BL-Building Permission & Information,Building Information,Other Expenditures,650A,30634,
Toronto Building,BL-Building Permission & Information,Building Information,Salaries And Benefits,100A,1881421,
Toronto Building,BL-Building Permission & Information,Building Information,Service And Rent,400A,132985,
Toronto Building,BL-Building Permission & Information,Building Permits,Contribution To Reserves/Reserve Funds,510A,1182682,
Toronto Building,BL-Building Permission & Information,Building Permits,Equipment,300A,102226,
Toronto Building,BL-Building Permission & Information,Building Permits,Inter-Divisional Charges,700A,234706,
Toronto Building,BL-Building Permission & Information,Building Permits,Materials & Supplies,200A,72629,
Toronto Building,BL-Building Permission & Information,Building Permits,Other Expenditures,650A,99699,
Toronto Building,BL-Building Permission & Information,Building Permits,Salaries And Benefits,100A,18600715,
Toronto Building,BL-Building Permission & Information,Building Permits,Service And Rent,400A,432801,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Contribution To Reserves/Reserve Funds,510A,280804,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Equipment,300A,24271,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Inter-Divisional Charges,700A,55725,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Materials & Supplies,200A,17245,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Other Expenditures,650A,23672,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Salaries And Benefits,100A,4165082,
Toronto Building,BL-Building Permission & Information,Preliminary Review,Service And Rent,400A,102763,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Contribution To Reserves/Reserve Funds,510A,47010,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Equipment,300A,89,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Inter-Divisional Charges,700A,33644,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Materials & Supplies,200A,86642,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Salaries And Benefits,100A,2933984,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,Service And Rent,400A,-641998,Non-normal value
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Contribution To Reserves/Reserve Funds,510A,130649,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Equipment,300A,139463,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Inter-Divisional Charges,700A,374699,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Materials & Supplies,200A,330020,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Other Expenditures,650A,10200000,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Salaries And Benefits,100A,32345358,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,Service And Rent,400A,25600516,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Contribution To Reserves/Reserve Funds,510A,6966574,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Equipment,300A,67812,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Inter-Divisional Charges,700A,22226609,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Materials & Supplies,200A,13259967,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Other Expenditures,650A,776226895,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Salaries And Benefits,100A,26919681,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,Service And Rent,400A,62285716,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Contribution To Reserves/Reserve Funds,510A,378659,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Equipment,300A,286788,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Inter-Divisional Charges,700A,667818,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Materials & Supplies,200A,625633,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Salaries And Benefits,100A,57474617,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,Service And Rent,400A,-22515225,Non-normal value
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Contribution To Reserves/Reserve Funds,510A,305305,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Equipment,300A,382390,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Inter-Divisional Charges,700A,812289,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Materials & Supplies,200A,471457,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Salaries And Benefits,100A,68082261,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,Service And Rent,400A,26747572,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Contribution To Capital,505A,4536,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Contribution To Reserves/Reserve Funds,510A,25654,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Equipment,300A,12453,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Inter-Divisional Charges,700A,106999,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Materials & Supplies,200A,214047,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Salaries And Benefits,100A,1170155,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,Service And Rent,400A,486220,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Contribution To Capital,505A,756,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Contribution To Reserves/Reserve Funds,510A,70105,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Equipment,300A,54572,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Inter-Divisional Charges,700A,42621,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Materials & Supplies,200A,27174,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Salaries And Benefits,100A,884837,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,Service And Rent,400A,222669,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Contribution To Capital,505A,13608,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Contribution To Reserves/Reserve Funds,510A,100328,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Equipment,300A,10666,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Inter-Divisional Charges,700A,203044,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Materials & Supplies,200A,193694,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Other Expenditures,650A,197,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Salaries And Benefits,100A,3134153,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,Service And Rent,400A,85145,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Contribution To Capital,505A,690228,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Contribution To Reserves/Reserve Funds,510A,5238653,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Equipment,300A,616264,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Inter-Divisional Charges,700A,6935966,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Materials & Supplies,200A,5459730,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Other Expenditures,650A,8651,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Salaries And Benefits,100A,134648378,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,Service And Rent,400A,6416874,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Contribution To Capital,505A,3024,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Contribution To Reserves/Reserve Funds,510A,393601,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Equipment,300A,52081,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Inter-Divisional Charges,700A,233833,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Materials & Supplies,200A,205394,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Other Expenditures,650A,89,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Salaries And Benefits,100A,3426658,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,Blocked AM-City Emergency & Major Event Mass Casualty Care,Service And Rent,400A,154666,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Contribution To Capital,505A,43848,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Contribution To Reserves/Reserve Funds,510A,137892,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Equipment,300A,267173,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Inter-Divisional Charges,700A,1913843,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Materials & Supplies,200A,366752,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Salaries And Benefits,100A,21321783,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,Service And Rent,400A,2509985,
Toronto Parking Authority,Bike Share,Bike Share,Service And Rent,400A,913100,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Equipment,300A,4858812,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Materials & Supplies,200A,3822074,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Other Expenditures,650A,36651150,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Salaries And Benefits,100A,20680667,
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,Service And Rent,400A,18905289,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Equipment,300A,2511239,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Materials & Supplies,200A,5381798,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Other Expenditures,650A,34719174,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Salaries And Benefits,100A,2598161,
Toronto Parking Authority,On-Street Parking,On-Street Parking,Service And Rent,400A,3187976,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Contribution To Reserves/Reserve Funds,510A,37797489,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Equipment,300A,3105400,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Inter-Divisional Charges,700A,20218912,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Materials & Supplies,200A,19807600,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Salaries And Benefits,100A,1028821700,
Toronto Police Service,Toronto Police Service,Toronto Police Service,Service And Rent,400A,62565888,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Contribution To Capital,505A,610600,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Inter-Divisional Charges,700A,645400,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Materials & Supplies,200A,7300,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Salaries And Benefits,100A,969200,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,Service And Rent,400A,883300,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Contribution To Reserves/Reserve Funds,510A,252879,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Equipment,300A,579336,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Inter-Divisional Charges,700A,2498861,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Materials & Supplies,200A,465442,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Other Expenditures,650A,2876305,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Salaries And Benefits,100A,24756612,
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,Service And Rent,400A,3480920,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Contribution To Reserves/Reserve Funds,510A,29750,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Equipment,300A,10383,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Inter-Divisional Charges,700A,293635,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Materials & Supplies,200A,16403,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Salaries And Benefits,100A,2639276,
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,Service And Rent,400A,185666,
Toronto Public Health,Environmental Health,Environmental Health,Contribution To Reserves/Reserve Funds,510A,193378,
Toronto Public Health,Environmental Health,Environmental Health,Equipment,300A,182453,
Toronto Public Health,Environmental Health,Environmental Health,Inter-Divisional Charges,700A,2000622,
Toronto Public Health,Environmental Health,Environmental Health,Materials & Supplies,200A,152906,
Toronto Public Health,Environmental Health,Environmental Health,Other Expenditures,650A,14000,
Toronto Public Health,Environmental Health,Environmental Health,Salaries And Benefits,100A,19502389,
Toronto Public Health,Environmental Health,Environmental Health,Service And Rent,400A,1964016,
Toronto Public Health,Family Health,Family Health,Contribution To Reserves/Reserve Funds,510A,416506,
Toronto Public Health,Family Health,Family Health,Equipment,300A,288696,
Toronto Public Health,Family Health,Family Health,Inter-Divisional Charges,700A,5995042,
Toronto Public Health,Family Health,Family Health,Materials & Supplies,200A,1091759,
Toronto Public Health,Family Health,Family Health,Other Expenditures,650A,2768277,
Toronto Public Health,Family Health,Family Health,Salaries And Benefits,100A,63710506,
Toronto Public Health,Family Health,Family Health,Service And Rent,400A,24891748,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Contribution To Reserves/Reserve Funds,510A,446256,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Equipment,300A,343583,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Inter-Divisional Charges,700A,4425276,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Materials & Supplies,200A,1527288,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Salaries And Benefits,100A,49206086,
Toronto Public Health,Infectious Diseases,Infectious Diseases,Service And Rent,400A,7979868,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Contribution To Reserves/Reserve Funds,510A,148752,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Equipment,300A,116306,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Inter-Divisional Charges,700A,1676702,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Materials & Supplies,200A,513516,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Other Expenditures,650A,2879171,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Salaries And Benefits,100A,21870475,
Toronto Public Health,Public Health Foundations,Public Health Foundations,Service And Rent,400A,1588422,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Contribution To Capital,505A,171259,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Contribution To Reserves/Reserve Funds,510A,110971,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Equipment,300A,61742,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Materials & Supplies,200A,13301242,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Salaries And Benefits,100A,55037494,
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,Service And Rent,400A,2851811,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Contribution To Capital,505A,1167698,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Contribution To Reserves/Reserve Funds,510A,756711,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Equipment,300A,490981,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Materials & Supplies,200A,12511495,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Salaries And Benefits,100A,80539416,
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,Service And Rent,400A,14826314,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Contribution To Capital,505A,39043,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Contribution To Reserves/Reserve Funds,510A,25300,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Equipment,300A,14076,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Materials & Supplies,200A,683563,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Salaries And Benefits,100A,5644871,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",Service And Rent,400A,474321,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Contribution To Capital,505A,13936000,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Equipment,300A,32345400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Inter-Divisional Charges,700A,3576400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Materials & Supplies,200A,318563899,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Other Expenditures,650A,34216000,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Salaries And Benefits,100A,1212667300,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,Service And Rent,400A,78515300,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Materials & Supplies,200A,14507100,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Other Expenditures,650A,684800,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Salaries And Benefits,100A,57920300,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,Service And Rent,400A,42200900,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Contribution To Reserves/Reserve Funds,510A,-13189189,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Equipment,300A,77953,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Inter-Divisional Charges,700A,3543940,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Materials & Supplies,200A,435902,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Other Expenditures,650A,30350,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Salaries And Benefits,100A,10160775,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,Service And Rent,400A,2319205,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Contribution To Reserves/Reserve Funds,510A,-10205683,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Equipment,300A,35831,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Inter-Divisional Charges,700A,2226687,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Materials & Supplies,200A,336639,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Other Expenditures,650A,4598550,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Salaries And Benefits,100A,3578865,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,Service And Rent,400A,305872,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Contribution To Reserves/Reserve Funds,510A,472701706,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Equipment,300A,194373,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Inter-Divisional Charges,700A,13856588,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Materials & Supplies,200A,2276456,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Other Expenditures,650A,140200,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Salaries And Benefits,100A,28961174,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Service And Rent,400A,11632754,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Contribution To Reserves/Reserve Funds,510A,-119844126,Non-normal value
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Equipment,300A,1278280,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Inter-Divisional Charges,700A,14468663,
