_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,700A,Inter-Divisional Charges,509509.94
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,200A,Materials & Supplies,84540.26
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,650A,Other Expenditures,220363.84
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,100A,Salaries And Benefits,24700060.16
BUILDINGS,Toronto Building,BL-Building Permission & Information,BL-Building Permission & Information,400A,Service And Rent,629009.17
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,510A,Contribution To Reserves/Reserve Funds,177659.32
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,300A,Equipment,41187.22
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,700A,Inter-Divisional Charges,499780.71
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,200A,Materials & Supplies,330769.2
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,650A,Other Expenditures,10200000
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,100A,Salaries And Benefits,34738769.18
SOCIALSERV,Toronto Employment & Social Services,SS-Employment Services,SS-Employment Services,400A,Service And Rent,24839129.75
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,510A,Contribution To Reserves/Reserve Funds,166573.71
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,300A,Equipment,20107.5
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,700A,Inter-Divisional Charges,15870577.34
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,200A,Materials & Supplies,13192582.08
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,650A,Other Expenditures,772613295.38
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,100A,Salaries And Benefits,26931908.29
SOCIALSERV,Toronto Employment & Social Services,SS-Financial Supports,SS-Financial Supports,400A,Service And Rent,60921501.7
SOCIALSERV,Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,510A,Contribution To Reserves/Reserve Funds,683964.42
SOCIALSERV,Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,300A,Equipment,220023.29
SOCIALSERV,Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,700A,Inter-Divisional Charges,1861365.2
SOCIALSERV,Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,200A,Materials & Supplies,773974.92
SOCIALSERV,Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,100A,Salaries And Benefits,130427463.51
SOCIALSERV,Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,400A,Service And Rent,4794434.61
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,505A,Contribution To Capital,5292
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,510A,Contribution To Reserves/Reserve Funds,95758.87
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,300A,Equipment,17162.74
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,700A,Inter-Divisional Charges,103839.43
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,200A,Materials & Supplies,269057.87
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,100A,Salaries And Benefits,1608631.99
PARAMEDIC,Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,400A,Service And Rent,432379.04
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,505A,Contribution To Capital,550860
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,510A,Contribution To Reserves/Reserve Funds,6687581.7
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,300A,Equipment,839518.33
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,700A,Inter-Divisional Charges,7561526.5
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,200A,Materials & Supplies,5732800.55
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,650A,Other Expenditures,8937
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,100A,Salaries And Benefits,147211013.56
PARAMEDIC,Toronto Paramedic Services,AM-Emergency Medical Care,AM-Emergency Medical Care,400A,Service And Rent,6631876.63
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,505A,Contribution To Capital,43848
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,510A,Contribution To Reserves/Reserve Funds,137891.92
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,300A,Equipment,279741.19
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,700A,Inter-Divisional Charges,1914049.94
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,200A,Materials & Supplies,342425.14
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,100A,Salaries And Benefits,21416646.21
PARAMEDIC,Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,400A,Service And Rent,2502687.75
PARKING,Toronto Parking Authority,Bike Share,Bike Share,400A,Service And Rent,913100.04
PARKING,Toronto Parking Authority,Off-Street Parking,Off-Street Parking,300A,Equipment,4902087.96
PARKING,Toronto Parking Authority,Off-Street Parking,Off-Street Parking,200A,Materials & Supplies,4070987.04
PARKING,Toronto Parking Authority,Off-Street Parking,Off-Street Parking,650A,Other Expenditures,36479235
PARKING,Toronto Parking Authority,Off-Street Parking,Off-Street Parking,100A,Salaries And Benefits,21507046.08
PARKING,Toronto Parking Authority,Off-Street Parking,Off-Street Parking,400A,Service And Rent,20857524.96
PARKING,Toronto Parking Authority,On-Street Parking,On-Street Parking,300A,Equipment,2396897.04
PARKING,Toronto Parking Authority,On-Street Parking,On-Street Parking,200A,Materials & Supplies,5368187.04
PARKING,Toronto Parking Authority,On-Street Parking,On-Street Parking,650A,Other Expenditures,34608732
PARKING,Toronto Parking Authority,On-Street Parking,On-Street Parking,100A,Salaries And Benefits,2671618.92
PARKING,Toronto Parking Authority,On-Street Parking,On-Street Parking,400A,Service And Rent,3212940
POLICE,Toronto Police Service,Toronto Police Service,Toronto Police Service,510A,Contribution To Reserves/Reserve Funds,38421888.53
POLICE,Toronto Police Service,Toronto Police Service,Toronto Police Service,300A,Equipment,2157799.96
POLICE,Toronto Police Service,Toronto Police Service,Toronto Police Service,700A,Inter-Divisional Charges,20240399.53
POLICE,Toronto Police Service,Toronto Police Service,Toronto Police Service,200A,Materials & Supplies,18298399.96
POLICE,Toronto Police Service,Toronto Police Service,Toronto Police Service,100A,Salaries And Benefits,1011506700
POLICE,Toronto Police Service,Toronto Police Service,Toronto Police Service,400A,Service And Rent,40303787.6
POLICEBOARD,Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,505A,Contribution To Capital,610599.96
POLICEBOARD,Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,300A,Equipment,900
POLICEBOARD,Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,700A,Inter-Divisional Charges,645400
POLICEBOARD,Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,200A,Materials & Supplies,7599.96
POLICEBOARD,Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,100A,Salaries And Benefits,963200
POLICEBOARD,Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,400A,Service And Rent,821700.04
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,510A,Contribution To Reserves/Reserve Funds,219201.17
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,300A,Equipment,95498.48
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,700A,Inter-Divisional Charges,2526476.76
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,200A,Materials & Supplies,427153.73
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,650A,Other Expenditures,3405508.78
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,100A,Salaries And Benefits,28553507.81
PUBLICHEALTH,Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,400A,Service And Rent,3296999.6
PUBLICHEALTH,Toronto Public Health,Emergency Preparedness,Emergency Preparedness,510A,Contribution To Reserves/Reserve Funds,25788.37
PUBLICHEALTH,Toronto Public Health,Emergency Preparedness,Emergency Preparedness,300A,Equipment,15270.96
PUBLICHEALTH,Toronto Public Health,Emergency Preparedness,Emergency Preparedness,700A,Inter-Divisional Charges,292962.94
PUBLICHEALTH,Toronto Public Health,Emergency Preparedness,Emergency Preparedness,200A,Materials & Supplies,14594.62
PUBLICHEALTH,Toronto Public Health,Emergency Preparedness,Emergency Preparedness,100A,Salaries And Benefits,2608731.71
PUBLICHEALTH,Toronto Public Health,Emergency Preparedness,Emergency Preparedness,400A,Service And Rent,173490.88
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,510A,Contribution To Reserves/Reserve Funds,167624.43
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,300A,Equipment,193761.61
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,700A,Inter-Divisional Charges,1980567.09
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,200A,Materials & Supplies,149549.3
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,650A,Other Expenditures,14000
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,100A,Salaries And Benefits,19614246.65
PUBLICHEALTH,Toronto Public Health,Environmental Health,Environmental Health,400A,Service And Rent,1848423.29
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,510A,Contribution To Reserves/Reserve Funds,361037.21
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,300A,Equipment,283930.66
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,700A,Inter-Divisional Charges,4430470.02
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,200A,Materials & Supplies,1154038.04
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,650A,Other Expenditures,3297480.78
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,100A,Salaries And Benefits,60899258.86
PUBLICHEALTH,Toronto Public Health,Family Health,Family Health,400A,Service And Rent,16020130.9
PUBLICHEALTH,Toronto Public Health,Infectious Diseases,Infectious Diseases,510A,Contribution To Reserves/Reserve Funds,386825.59
PUBLICHEALTH,Toronto Public Health,Infectious Diseases,Infectious Diseases,300A,Equipment,293773.39
PUBLICHEALTH,Toronto Public Health,Infectious Diseases,Infectious Diseases,700A,Inter-Divisional Charges,4442438.28
PUBLICHEALTH,Toronto Public Health,Infectious Diseases,Infectious Diseases,200A,Materials & Supplies,1474558.59
PUBLICHEALTH,Toronto Public Health,Infectious Diseases,Infectious Diseases,100A,Salaries And Benefits,49240997.1
PUBLICHEALTH,Toronto Public Health,Infectious Diseases,Infectious Diseases,400A,Service And Rent,8128640.92
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,510A,Contribution To Reserves/Reserve Funds,128941.87
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,300A,Equipment,130270.53
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,700A,Inter-Divisional Charges,1481319.86
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,200A,Materials & Supplies,486135.48
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,650A,Other Expenditures,3424411.44
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,100A,Salaries And Benefits,20004605.18
PUBLICHEALTH,Toronto Public Health,Public Health Foundations,Public Health Foundations,400A,Service And Rent,1515116.16
LIBRARY,Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,505A,Contribution To Capital,171259
LIBRARY,Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,510A,Contribution To Reserves/Reserve Funds,110971
LIBRARY,Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,300A,Equipment,81941
LIBRARY,Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,200A,Materials & Supplies,13794601
LIBRARY,Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,100A,Salaries And Benefits,56083102
LIBRARY,Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,400A,Service And Rent,2973321
LIBRARY,Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,505A,Contribution To Capital,1167698
LIBRARY,Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,510A,Contribution To Reserves/Reserve Funds,756711
LIBRARY,Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,300A,Equipment,628684
LIBRARY,Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,200A,Materials & Supplies,12994706
LIBRARY,Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,100A,Salaries And Benefits,81967610
LIBRARY,Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,400A,Service And Rent,15684708
LIBRARY,Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",505A,Contribution To Capital,39043
LIBRARY,Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",510A,Contribution To Reserves/Reserve Funds,25300
LIBRARY,Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",300A,Equipment,18802
LIBRARY,Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",200A,Materials & Supplies,709467
LIBRARY,Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",100A,Salaries And Benefits,5752111
LIBRARY,Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",400A,Service And Rent,501861
TTCCONV,Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,300A,Equipment,33449400.41
TTCCONV,Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,700A,Inter-Divisional Charges,3680799.99
TTCCONV,Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,200A,Materials & Supplies,307775099.4
TTCCONV,Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,650A,Other Expenditures,34645100.02
TTCCONV,Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,100A,Salaries And Benefits,1273307199.99
TTCCONV,Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,400A,Service And Rent,83898799.81
TTCWHEEL,Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,200A,Materials & Supplies,13861001.01
TTCWHEEL,Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,650A,Other Expenditures,909700.02
TTCWHEEL,Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,100A,Salaries And Benefits,57658498.57
TTCWHEEL,Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,400A,Service And Rent,51236700.37
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,510A,Contribution To Reserves/Reserve Funds,-19314617.56
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,300A,Equipment,161944.33
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,700A,Inter-Divisional Charges,6070142.18
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,200A,Materials & Supplies,890336.98
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,650A,Other Expenditures,4728314.16
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,100A,Salaries And Benefits,8955894.42
WATER,Toronto Water,TW-Stormwater Management,TW-Stormwater Management,400A,Service And Rent,2062360.33
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,510A,Contribution To Reserves/Reserve Funds,425084954.76
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,300A,Equipment,1926797.04
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,700A,Inter-Divisional Charges,29799481.77
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,200A,Materials & Supplies,56381740.2
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,650A,Other Expenditures,8086563.32
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,100A,Salaries And Benefits,85792512.74
WATER,Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,400A,Service And Rent,35658948.42
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,510A,Contribution To Reserves/Reserve Funds,322865147.6
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,300A,Equipment,1068420.35
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,700A,Inter-Divisional Charges,36486508.1
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,200A,Materials & Supplies,50468417.2
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,650A,Other Expenditures,7257740.52
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,100A,Salaries And Benefits,74997909.04
WATER,Toronto Water,TW-Water Treatment & Supply,TW-Water Treatment & Supply,400A,Service And Rent,19049084.71
ZOO,Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,510A,Contribution To Reserves/Reserve Funds,10930
ZOO,Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,300A,Equipment,131449.19
ZOO,Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,200A,Materials & Supplies,2027564.06
ZOO,Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,100A,Salaries And Benefits,13537520.86
ZOO,Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,400A,Service And Rent,2260999.5
ZOO,Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,510A,Contribution To Reserves/Reserve Funds,1873.77
ZOO,Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,300A,Equipment,10927.13
ZOO,Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,200A,Materials & Supplies,518527.43
ZOO,Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,100A,Salaries And Benefits,1144653.91
ZOO,Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,400A,Service And Rent,1239799.73
ZOO,Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,510A,Contribution To Reserves/Reserve Funds,959438.07
ZOO,Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,300A,Equipment,193522.95
ZOO,Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,200A,Materials & Supplies,5272604.85
ZOO,Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,100A,Salaries And Benefits,14584402.43
ZOO,Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,400A,Service And Rent,9278853.97
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,510A,Contribution To Reserves/Reserve Funds,77527.33
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,300A,Equipment,26344.52
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,700A,Inter-Divisional Charges,953218.02
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,200A,Materials & Supplies,405198.03
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,650A,Other Expenditures,310372.06
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,100A,Salaries And Benefits,13268247.92
TRANSPORTATION,Transportation Services,TP-Permits & Applications,TP-Permits & Applications,400A,Service And Rent,616273.34
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,510A,Contribution To Reserves/Reserve Funds,20236315.61
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,300A,Equipment,542676.53
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,700A,Inter-Divisional Charges,13042509.06
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,200A,Materials & Supplies,15406880.53
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,650A,Other Expenditures,483719.81
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,100A,Salaries And Benefits,61769227.24
TRANSPORTATION,Transportation Services,TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,400A,Service And Rent,166119569.09
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,510A,Contribution To Reserves/Reserve Funds,127857.63
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,300A,Equipment,197653.55
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,700A,Inter-Divisional Charges,1432468.65
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,200A,Materials & Supplies,29234090.53
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,650A,Other Expenditures,250066.63
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,100A,Salaries And Benefits,22999114.91
TRANSPORTATION,Transportation Services,TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,400A,Service And Rent,40991866.04
YONGEDUNDAS,Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,510A,Contribution To Reserves/Reserve Funds,2773.48
YONGEDUNDAS,Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,300A,Equipment,40000
YONGEDUNDAS,Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,200A,Materials & Supplies,192925.47
YONGEDUNDAS,Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,100A,Salaries And Benefits,582305.02
YONGEDUNDAS,Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,400A,Service And Rent,1516512.04
