_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),100A,Salaries And Benefits,5967395,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),400A,Service And Rent,4228041,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),510A,Contribution To Reserves/Reserve Funds,35014,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),300A,Equipment,4953,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),700A,Inter-Divisional Charges,372033,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),200A,Materials & Supplies,41567,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),650A,Other Expenditures,26554,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),100A,Salaries And Benefits,1256560,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),400A,Service And Rent,50730,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),510A,Contribution To Reserves/Reserve Funds,5860419,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),300A,Equipment,33291,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),700A,Inter-Divisional Charges,3368680,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),200A,Materials & Supplies,238239,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),650A,Other Expenditures,1103270,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),100A,Salaries And Benefits,7153294,
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Recyclables (C&T),400A,Service And Rent,10972568,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,510A,Contribution To Reserves/Reserve Funds,130921,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,300A,Equipment,21976,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,700A,Inter-Divisional Charges,219910,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,200A,Materials & Supplies,363823,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,650A,Other Expenditures,100284,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,By-law Enforcement,400A,Service And Rent,122505,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,510A,Contribution To Reserves/Reserve Funds,18268,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,300A,Equipment,12815,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,700A,Inter-Divisional Charges,23558,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,200A,Materials & Supplies,34659,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,650A,Other Expenditures,16856,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,100A,Salaries And Benefits,620299,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Environment Days,400A,Service And Rent,63808,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,510A,Contribution To Reserves/Reserve Funds,263364,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,300A,Equipment,875,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,700A,Inter-Divisional Charges,483058,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,200A,Materials & Supplies,3872,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,650A,Other Expenditures,198919,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,100A,Salaries And Benefits,148473,
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Promotion & Education,400A,Service And Rent,3391936,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),510A,Contribution To Reserves/Reserve Funds,114175,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),300A,Equipment,4003,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),700A,Inter-Divisional Charges,191736,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),200A,Materials & Supplies,72784,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),650A,Other Expenditures,86236,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),100A,Salaries And Benefits,1104591,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Durable Goods (P&T),400A,Service And Rent,815627,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),510A,Contribution To Reserves/Reserve Funds,1172623,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),300A,Equipment,62356,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),700A,Inter-Divisional Charges,2456550,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),200A,Materials & Supplies,1456606,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),650A,Other Expenditures,2175975,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),100A,Salaries And Benefits,9626220,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Garbage (P&T),400A,Service And Rent,12044409,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),510A,Contribution To Reserves/Reserve Funds,1574963,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),300A,Equipment,24882,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),700A,Inter-Divisional Charges,1944715,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),200A,Materials & Supplies,308325,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),650A,Other Expenditures,1400602,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),100A,Salaries And Benefits,3215963,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Green Bin (P&T),400A,Service And Rent,20637673,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),510A,Contribution To Reserves/Reserve Funds,587701,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),300A,Equipment,21154,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),700A,Inter-Divisional Charges,1307524,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),200A,Materials & Supplies,354048,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),650A,Other Expenditures,697816,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),100A,Salaries And Benefits,3480056,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Leaf & Yard Waste (P&T),400A,Service And Rent,4974126,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),510A,Contribution To Reserves/Reserve Funds,182680,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),300A,Equipment,10171,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),700A,Inter-Divisional Charges,172582,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),200A,Materials & Supplies,39301,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),650A,Other Expenditures,137978,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),100A,Salaries And Benefits,1478380,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Municipal Hazardous & Special Waste (P&T),400A,Service And Rent,1605324,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),510A,Contribution To Reserves/Reserve Funds,1641111,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),300A,Equipment,28537,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),700A,Inter-Divisional Charges,3611279,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),200A,Materials & Supplies,708522,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),650A,Other Expenditures,1842412,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),100A,Salaries And Benefits,7313996,
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Resales of Recyclables (P&T),400A,Service And Rent,29787066,
Theatres,Theatrical & Other Cultural Events,,505A,Contribution To Capital,952151,
Theatres,Theatrical & Other Cultural Events,,510A,Contribution To Reserves/Reserve Funds,1708104,
Theatres,Theatrical & Other Cultural Events,,300A,Equipment,436163,
Theatres,Theatrical & Other Cultural Events,,200A,Materials & Supplies,2032922,
Theatres,Theatrical & Other Cultural Events,,650A,Other Expenditures,935489,
Theatres,Theatrical & Other Cultural Events,,100A,Salaries And Benefits,10652574,
Theatres,Theatrical & Other Cultural Events,,400A,Service And Rent,6606268,
Toronto & Region Conservation Authority,,,300A,Equipment,1252000,
Toronto & Region Conservation Authority,,,200A,Materials & Supplies,4211000,
Toronto & Region Conservation Authority,,,100A,Salaries And Benefits,32520000,
Toronto & Region Conservation Authority,,,400A,Service And Rent,1936000,
Toronto Atmospheric Fund,,,200A,Materials & Supplies,20000,
Toronto Atmospheric Fund,,,650A,Other Expenditures,500000,
Toronto Atmospheric Fund,,,100A,Salaries And Benefits,953000,
Toronto Atmospheric Fund,,,400A,Service And Rent,1102000,
Toronto Building,BL-Building Compliance,Building Inspections,510A,Contribution To Reserves/Reserve Funds,1205807,
Toronto Building,BL-Building Compliance,Building Inspections,300A,Equipment,104724,
Toronto Building,BL-Building Compliance,Building Inspections,700A,Inter-Divisional Charges,238817,
Toronto Building,BL-Building Compliance,Building Inspections,200A,Materials & Supplies,74050,
Toronto Building,BL-Building Compliance,Building Inspections,650A,Other Expenditures,101648,
Toronto Building,BL-Building Compliance,Building Inspections,100A,Salaries And Benefits,16435867,
Toronto Building,BL-Building Compliance,Building Inspections,400A,Service And Rent,439230,
Toronto Building,BL-Building Compliance,Building Investigations,510A,Contribution To Reserves/Reserve Funds,244465,
Toronto Building,BL-Building Compliance,Building Investigations,300A,Equipment,21131,
Toronto Building,BL-Building Compliance,Building Investigations,700A,Inter-Divisional Charges,48356,
Toronto Building,BL-Building Compliance,Building Investigations,200A,Materials & Supplies,15013,
Toronto Building,BL-Building Compliance,Building Investigations,650A,Other Expenditures,20608,
Toronto Building,BL-Building Compliance,Building Investigations,100A,Salaries And Benefits,3144943,
Toronto Building,BL-Building Compliance,Building Investigations,400A,Service And Rent,89461,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,510A,Contribution To Reserves/Reserve Funds,26429,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,300A,Equipment,2284,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,700A,Inter-Divisional Charges,5245,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,200A,Materials & Supplies,1623,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,650A,Other Expenditures,2228,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,100A,Salaries And Benefits,284441,
Toronto Building,BL-Building Compliance,Sign Tax Billing & Collection,400A,Service And Rent,9671,
Toronto Building,BL-Building Permission & Information,Building Information,510A,Contribution To Reserves/Reserve Funds,363394,
Toronto Building,BL-Building Permission & Information,Building Information,300A,Equipment,31410,
Toronto Building,BL-Building Permission & Information,Building Information,700A,Inter-Divisional Charges,72116,
Toronto Building,BL-Building Permission & Information,Building Information,200A,Materials & Supplies,22316,
Toronto Building,BL-Building Permission & Information,Building Information,650A,Other Expenditures,30634,
Toronto Building,BL-Building Permission & Information,Building Information,100A,Salaries And Benefits,1881421,
Toronto Building,BL-Building Permission & Information,Building Information,400A,Service And Rent,132985,
Toronto Building,BL-Building Permission & Information,Building Permits,510A,Contribution To Reserves/Reserve Funds,1182682,
Toronto Building,BL-Building Permission & Information,Building Permits,300A,Equipment,102226,
Toronto Building,BL-Building Permission & Information,Building Permits,700A,Inter-Divisional Charges,234706,
Toronto Building,BL-Building Permission & Information,Building Permits,200A,Materials & Supplies,72629,
Toronto Building,BL-Building Permission & Information,Building Permits,650A,Other Expenditures,99699,
Toronto Building,BL-Building Permission & Information,Building Permits,100A,Salaries And Benefits,18600715,
Toronto Building,BL-Building Permission & Information,Building Permits,400A,Service And Rent,432801,
Toronto Building,BL-Building Permission & Information,Preliminary Review,510A,Contribution To Reserves/Reserve Funds,280804,
Toronto Building,BL-Building Permission & Information,Preliminary Review,300A,Equipment,24271,
Toronto Building,BL-Building Permission & Information,Preliminary Review,700A,Inter-Divisional Charges,55725,
Toronto Building,BL-Building Permission & Information,Preliminary Review,200A,Materials & Supplies,17245,
Toronto Building,BL-Building Permission & Information,Preliminary Review,650A,Other Expenditures,23672,
Toronto Building,BL-Building Permission & Information,Preliminary Review,100A,Salaries And Benefits,4165082,
Toronto Building,BL-Building Permission & Information,Preliminary Review,400A,Service And Rent,102763,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,510A,Contribution To Reserves/Reserve Funds,47010,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,300A,Equipment,89,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,700A,Inter-Divisional Charges,33644,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,200A,Materials & Supplies,86642,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,100A,Salaries And Benefits,2933984,
Toronto Employment & Social Services,SS-Employment Services,Develop and implement integrated employment strategies,400A,Service And Rent,-641998,Non-normal value
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,510A,Contribution To Reserves/Reserve Funds,130649,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,300A,Equipment,139463,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,700A,Inter-Divisional Charges,374699,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,200A,Materials & Supplies,330020,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,650A,Other Expenditures,10200000,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,100A,Salaries And Benefits,32345358,
Toronto Employment & Social Services,SS-Employment Services,Plan and manage employment and career services,400A,Service And Rent,25600516,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,510A,Contribution To Reserves/Reserve Funds,6966574,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,300A,Equipment,67812,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,700A,Inter-Divisional Charges,22226609,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,200A,Materials & Supplies,13259967,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,650A,Other Expenditures,776226895,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,100A,Salaries And Benefits,26919681,
Toronto Employment & Social Services,SS-Financial Supports,Financial and employment benefits administration,400A,Service And Rent,62285716,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,510A,Contribution To Reserves/Reserve Funds,378659,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,300A,Equipment,286788,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,700A,Inter-Divisional Charges,667818,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,200A,Materials & Supplies,625633,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,100A,Salaries And Benefits,57474617,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Eligibility determination and case management,400A,Service And Rent,-22515225,Non-normal value
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,510A,Contribution To Reserves/Reserve Funds,305305,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,300A,Equipment,382390,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,700A,Inter-Divisional Charges,812289,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,200A,Materials & Supplies,471457,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,100A,Salaries And Benefits,68082261,
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provide Individualized Employment Service Planning,400A,Service And Rent,26747572,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,505A,Contribution To Capital,4536,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,510A,Contribution To Reserves/Reserve Funds,25654,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,300A,Equipment,12453,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,700A,Inter-Divisional Charges,106999,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,200A,Materials & Supplies,214047,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,100A,Salaries And Benefits,1170155,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Citizen First Response Education,400A,Service And Rent,486220,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,505A,Contribution To Capital,756,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,510A,Contribution To Reserves/Reserve Funds,70105,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,300A,Equipment,54572,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,700A,Inter-Divisional Charges,42621,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,200A,Materials & Supplies,27174,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,100A,Salaries And Benefits,884837,
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Community Healthcare Outreach & Referral,400A,Service And Rent,222669,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,505A,Contribution To Capital,13608,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,510A,Contribution To Reserves/Reserve Funds,100328,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,300A,Equipment,10666,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,700A,Inter-Divisional Charges,203044,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,200A,Materials & Supplies,193694,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,650A,Other Expenditures,197,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,100A,Salaries And Benefits,3134153,
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,400A,Service And Rent,85145,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,505A,Contribution To Capital,690228,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,510A,Contribution To Reserves/Reserve Funds,5238653,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,300A,Equipment,616264,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,700A,Inter-Divisional Charges,6935966,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,200A,Materials & Supplies,5459730,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,650A,Other Expenditures,8651,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,100A,Salaries And Benefits,134648378,
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,400A,Service And Rent,6416874,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,505A,Contribution To Capital,3024,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,510A,Contribution To Reserves/Reserve Funds,393601,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,300A,Equipment,52081,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,700A,Inter-Divisional Charges,233833,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,200A,Materials & Supplies,205394,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,650A,Other Expenditures,89,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,100A,Salaries And Benefits,3426658,
Toronto Paramedic Services,Blocked AM-City Emergency & Major Event Mass Casualty Care,,400A,Service And Rent,154666,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,505A,Contribution To Capital,43848,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,510A,Contribution To Reserves/Reserve Funds,137892,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,300A,Equipment,267173,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,700A,Inter-Divisional Charges,1913843,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,200A,Materials & Supplies,366752,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,100A,Salaries And Benefits,21321783,
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,,400A,Service And Rent,2509985,
Toronto Parking Authority,Bike Share,,400A,Service And Rent,913100,
Toronto Parking Authority,Off-Street Parking,,300A,Equipment,4858812,
Toronto Parking Authority,Off-Street Parking,,200A,Materials & Supplies,3822074,
Toronto Parking Authority,Off-Street Parking,,650A,Other Expenditures,36651150,
Toronto Parking Authority,Off-Street Parking,,100A,Salaries And Benefits,20680667,
Toronto Parking Authority,Off-Street Parking,,400A,Service And Rent,18905289,
Toronto Parking Authority,On-Street Parking,,300A,Equipment,2511239,
Toronto Parking Authority,On-Street Parking,,200A,Materials & Supplies,5381798,
Toronto Parking Authority,On-Street Parking,,650A,Other Expenditures,34719174,
Toronto Parking Authority,On-Street Parking,,100A,Salaries And Benefits,2598161,
Toronto Parking Authority,On-Street Parking,,400A,Service And Rent,3187976,
Toronto Police Service,,,510A,Contribution To Reserves/Reserve Funds,37797489,
Toronto Police Service,,,300A,Equipment,3105400,
Toronto Police Service,,,700A,Inter-Divisional Charges,20218912,
Toronto Police Service,,,200A,Materials & Supplies,19807600,
Toronto Police Service,,,100A,Salaries And Benefits,1028821700,
Toronto Police Service,,,400A,Service And Rent,62565888,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,505A,Contribution To Capital,610600,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,700A,Inter-Divisional Charges,645400,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,200A,Materials & Supplies,7300,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,100A,Salaries And Benefits,969200,
Toronto Police Services Board,Toronto Police Service Governance & Oversight,,400A,Service And Rent,883300,
Toronto Public Health,Chronic Diseases & Injuries,,510A,Contribution To Reserves/Reserve Funds,252879,
Toronto Public Health,Chronic Diseases & Injuries,,300A,Equipment,579336,
Toronto Public Health,Chronic Diseases & Injuries,,700A,Inter-Divisional Charges,2498861,
Toronto Public Health,Chronic Diseases & Injuries,,200A,Materials & Supplies,465442,
Toronto Public Health,Chronic Diseases & Injuries,,650A,Other Expenditures,2876305,
Toronto Public Health,Chronic Diseases & Injuries,,100A,Salaries And Benefits,24756612,
Toronto Public Health,Chronic Diseases & Injuries,,400A,Service And Rent,3480920,
Toronto Public Health,Emergency Preparedness,,510A,Contribution To Reserves/Reserve Funds,29750,
Toronto Public Health,Emergency Preparedness,,300A,Equipment,10383,
Toronto Public Health,Emergency Preparedness,,700A,Inter-Divisional Charges,293635,
Toronto Public Health,Emergency Preparedness,,200A,Materials & Supplies,16403,
Toronto Public Health,Emergency Preparedness,,100A,Salaries And Benefits,2639276,
Toronto Public Health,Emergency Preparedness,,400A,Service And Rent,185666,
Toronto Public Health,Environmental Health,,510A,Contribution To Reserves/Reserve Funds,193378,
Toronto Public Health,Environmental Health,,300A,Equipment,182453,
Toronto Public Health,Environmental Health,,700A,Inter-Divisional Charges,2000622,
Toronto Public Health,Environmental Health,,200A,Materials & Supplies,152906,
Toronto Public Health,Environmental Health,,650A,Other Expenditures,14000,
Toronto Public Health,Environmental Health,,100A,Salaries And Benefits,19502389,
Toronto Public Health,Environmental Health,,400A,Service And Rent,1964016,
Toronto Public Health,Family Health,,510A,Contribution To Reserves/Reserve Funds,416506,
Toronto Public Health,Family Health,,300A,Equipment,288696,
Toronto Public Health,Family Health,,700A,Inter-Divisional Charges,5995042,
Toronto Public Health,Family Health,,200A,Materials & Supplies,1091759,
Toronto Public Health,Family Health,,650A,Other Expenditures,2768277,
Toronto Public Health,Family Health,,100A,Salaries And Benefits,63710506,
Toronto Public Health,Family Health,,400A,Service And Rent,24891748,
Toronto Public Health,Infectious Diseases,,510A,Contribution To Reserves/Reserve Funds,446256,
Toronto Public Health,Infectious Diseases,,300A,Equipment,343583,
Toronto Public Health,Infectious Diseases,,700A,Inter-Divisional Charges,4425276,
Toronto Public Health,Infectious Diseases,,200A,Materials & Supplies,1527288,
Toronto Public Health,Infectious Diseases,,100A,Salaries And Benefits,49206086,
Toronto Public Health,Infectious Diseases,,400A,Service And Rent,7979868,
Toronto Public Health,Public Health Foundations,,510A,Contribution To Reserves/Reserve Funds,148752,
Toronto Public Health,Public Health Foundations,,300A,Equipment,116306,
Toronto Public Health,Public Health Foundations,,700A,Inter-Divisional Charges,1676702,
Toronto Public Health,Public Health Foundations,,200A,Materials & Supplies,513516,
Toronto Public Health,Public Health Foundations,,650A,Other Expenditures,2879171,
Toronto Public Health,Public Health Foundations,,100A,Salaries And Benefits,21870475,
Toronto Public Health,Public Health Foundations,,400A,Service And Rent,1588422,
Toronto Public Library,Library Collections Access & Borrowing,,505A,Contribution To Capital,171259,
Toronto Public Library,Library Collections Access & Borrowing,,510A,Contribution To Reserves/Reserve Funds,110971,
Toronto Public Library,Library Collections Access & Borrowing,,300A,Equipment,61742,
Toronto Public Library,Library Collections Access & Borrowing,,200A,Materials & Supplies,13301242,
Toronto Public Library,Library Collections Access & Borrowing,,100A,Salaries And Benefits,55037494,
Toronto Public Library,Library Collections Access & Borrowing,,400A,Service And Rent,2851811,
Toronto Public Library,Library In-Branch & Virtual Services,,505A,Contribution To Capital,1167698,
Toronto Public Library,Library In-Branch & Virtual Services,,510A,Contribution To Reserves/Reserve Funds,756711,
