Program,Service,Activity,Category,Category Name,Expense/Revenue,Sum - 2016
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,920A,Transfers From Capital,Revenues,"(1,650)"
Toronto Paramedic Services,AM-Emergency Medical Care,Critical Care Transport,940A,Sundry and Other Revenues,Revenues,"(4,473)"
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,750A,Inter-Divisional Recoveries,Revenues,"(185,320)"
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,805A,Provincial Subsidies,Revenues,"(91,609,455)"
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,850A,User Fees & Donations,Revenues,"(279,011)"
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,920A,Transfers From Capital,Revenues,"(71,550)"
Toronto Paramedic Services,AM-Emergency Medical Care,Pre-Hospital Emergency Care,940A,Sundry and Other Revenues,Revenues,"(484,783)"
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,750A,Inter-Divisional Recoveries,Revenues,"(115,868)"
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,805A,Provincial Subsidies,Revenues,"(25,823,271)"
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,850A,User Fees & Donations,Revenues,"(8,501)"
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,940A,Sundry and Other Revenues,Revenues,"(2,352)"
Toronto Parking Authority,Bike Share,Bike Share,930A,Contribution From Reserves/Reserve Funds,Revenues,"(78,000)"
Toronto Parking Authority,Bike Share,Bike Share,940A,Sundry and Other Revenues,Revenues,"(835,100)"
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,850A,User Fees & Donations,Revenues,"(83,826,861)"
Toronto Parking Authority,Off-Street Parking,Off-Street Parking,940A,Sundry and Other Revenues,Revenues,"(3,990,020)"
Toronto Parking Authority,On-Street Parking,On-Street Parking,850A,User Fees & Donations,Revenues,"(48,258,375)"
Toronto Police Service,Toronto Police Service,Toronto Police Service,750A,Inter-Divisional Recoveries,Revenues,"(9,336,500)"
Toronto Police Service,Toronto Police Service,Toronto Police Service,805A,Provincial Subsidies,Revenues,"(46,664,000)"
Toronto Police Service,Toronto Police Service,Toronto Police Service,850A,User Fees & Donations,Revenues,"(47,810,700)"
Toronto Police Service,Toronto Police Service,Toronto Police Service,930A,Contribution From Reserves/Reserve Funds,Revenues,"(23,652,700)"
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,930A,Contribution From Reserves/Reserve Funds,Revenues,"(750,000)"
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,805A,Provincial Subsidies,Revenues,"(27,080,428)"
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,810A,Federal Subsidies,Revenues,"(192,161)"
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,920A,Transfers From Capital,Revenues,"(195,353)"
Toronto Public Health,Chronic Diseases & Injuries,Chronic Diseases & Injuries,940A,Sundry and Other Revenues,Revenues,"(1,241)"
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,805A,Provincial Subsidies,Revenues,"(2,324,555)"
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,850A,User Fees & Donations,Revenues,"(14,236)"
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,920A,Transfers From Capital,Revenues,"(28,371)"
Toronto Public Health,Emergency Preparedness,Emergency Preparedness,940A,Sundry and Other Revenues,Revenues,(192)
Toronto Public Health,Environmental Health,Environmental Health,750A,Inter-Divisional Recoveries,Revenues,"(10,630)"
Toronto Public Health,Environmental Health,Environmental Health,805A,Provincial Subsidies,Revenues,"(17,127,577)"
Toronto Public Health,Environmental Health,Environmental Health,810A,Federal Subsidies,Revenues,"(88,036)"
Toronto Public Health,Environmental Health,Environmental Health,850A,User Fees & Donations,Revenues,"(950,918)"
Toronto Public Health,Environmental Health,Environmental Health,920A,Transfers From Capital,Revenues,"(365,962)"
Toronto Public Health,Environmental Health,Environmental Health,940A,Sundry and Other Revenues,Revenues,(553)
Toronto Public Health,Family Health,Family Health,750A,Inter-Divisional Recoveries,Revenues,"(2,856,153)"
Toronto Public Health,Family Health,Family Health,805A,Provincial Subsidies,Revenues,"(66,467,316)"
Toronto Public Health,Family Health,Family Health,920A,Transfers From Capital,Revenues,"(167,715)"
Toronto Public Health,Family Health,Family Health,940A,Sundry and Other Revenues,Revenues,"(597,601)"
Toronto Public Health,Infectious Diseases,Infectious Diseases,805A,Provincial Subsidies,Revenues,"(47,217,753)"
Toronto Public Health,Infectious Diseases,Infectious Diseases,810A,Federal Subsidies,Revenues,"(3,731)"
Toronto Public Health,Infectious Diseases,Infectious Diseases,850A,User Fees & Donations,Revenues,"(40,931)"
Toronto Public Health,Infectious Diseases,Infectious Diseases,920A,Transfers From Capital,Revenues,"(1,429,600)"
Toronto Public Health,Infectious Diseases,Infectious Diseases,940A,Sundry and Other Revenues,Revenues,"(957,367)"
Toronto Public Health,Public Health Foundations,Public Health Foundations,805A,Provincial Subsidies,Revenues,"(15,085,423)"
Toronto Public Health,Public Health Foundations,Public Health Foundations,810A,Federal Subsidies,Revenues,"(23,500)"
Toronto Public Health,Public Health Foundations,Public Health Foundations,920A,Transfers From Capital,Revenues,"(233,210)"
Toronto Public Health,Public Health Foundations,Public Health Foundations,940A,Sundry and Other Revenues,Revenues,"(301,194)"
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,805A,Provincial Subsidies,Revenues,"(1,033,120)"
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,850A,User Fees & Donations,Revenues,"(888,050)"
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,920A,Transfers From Capital,Revenues,"(170,499)"
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,930A,Contribution From Reserves/Reserve Funds,Revenues,"(3,660,288)"
Toronto Public Library,Library Collections Access & Borrowing,Library Collections Access & Borrowing,940A,Sundry and Other Revenues,Revenues,"(357,096)"
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,805A,Provincial Subsidies,Revenues,"(4,557,047)"
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,850A,User Fees & Donations,Revenues,"(3,916,406)"
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,920A,Transfers From Capital,Revenues,"(752,034)"
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,930A,Contribution From Reserves/Reserve Funds,Revenues,"(415,123)"
Toronto Public Library,Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,940A,Sundry and Other Revenues,Revenues,"(1,575,129)"
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",805A,Provincial Subsidies,Revenues,"(105,233)"
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",850A,User Fees & Donations,Revenues,"(90,244)"
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",920A,Transfers From Capital,Revenues,"(17,382)"
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",930A,Contribution From Reserves/Reserve Funds,Revenues,"(18,889)"
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",940A,Sundry and Other Revenues,Revenues,"(36,375)"
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,850A,User Fees & Donations,Revenues,"(1,240,128,500)"
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,930A,Contribution From Reserves/Reserve Funds,Revenues,"(1,001,200)"
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,850A,User Fees & Donations,Revenues,"(6,953,500)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,850A,User Fees & Donations,Revenues,"(1,432,356)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,920A,Transfers From Capital,Revenues,"(163,206)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,940A,Sundry and Other Revenues,Revenues,"(1,028,946)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,850A,User Fees & Donations,Revenues,"(103,445)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,920A,Transfers From Capital,Revenues,"(73,007)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,930A,Contribution From Reserves/Reserve Funds,Revenues,"(195,000)"
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,940A,Sundry and Other Revenues,Revenues,"(558,415)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,850A,User Fees & Donations,Revenues,"(7,134,922)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,920A,Transfers From Capital,Revenues,"(630,622)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,940A,Sundry and Other Revenues,Revenues,"(150,286,732)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,750A,Inter-Divisional Recoveries,Revenues,"(25,000)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,850A,User Fees & Donations,Revenues,"(15,294,333)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,920A,Transfers From Capital,Revenues,"(669,976)"
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,940A,Sundry and Other Revenues,Revenues,"(468,689,414)"
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,850A,User Fees & Donations,Revenues,"(12,797,545)"
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,920A,Transfers From Capital,Revenues,"(525,790)"
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,940A,Sundry and Other Revenues,Revenues,"(227,721,583)"
Toronto Water,TW-Water Treatment & Supply,Water Treatment,850A,User Fees & Donations,Revenues,"(3,539,702)"
Toronto Water,TW-Water Treatment & Supply,Water Treatment,920A,Transfers From Capital,Revenues,"(378,348)"
Toronto Water,TW-Water Treatment & Supply,Water Treatment,940A,Sundry and Other Revenues,Revenues,"(267,230,260)"
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,805A,Provincial Subsidies,Revenues,"(1,011,500)"
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,850A,User Fees & Donations,Revenues,"(921,173)"
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,940A,Sundry and Other Revenues,Revenues,"(74,063)"
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,850A,User Fees & Donations,Revenues,"(2,467,100)"
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,940A,Sundry and Other Revenues,Revenues,(450)
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,850A,User Fees & Donations,Revenues,"(33,502,006)"
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,920A,Transfers From Capital,Revenues,"(171,000)"
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,930A,Contribution From Reserves/Reserve Funds,Revenues,"(386,000)"
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,940A,Sundry and Other Revenues,Revenues,"(646,687)"
Transportation Services,TP-Permits & Applications,Construction Permits,850A,User Fees & Donations,Revenues,"(2,888,909)"
Transportation Services,TP-Permits & Applications,Construction Permits,860A,Licences & Permits Revenue,Revenues,"(8,629,020)"
Transportation Services,TP-Permits & Applications,Construction Permits,920A,Transfers From Capital,Revenues,"(20,329)"
Transportation Services,TP-Permits & Applications,Construction Permits,930A,Contribution From Reserves/Reserve Funds,Revenues,"(1,623,191)"
Transportation Services,TP-Permits & Applications,Construction Permits,940A,Sundry and Other Revenues,Revenues,"(58,148)"
Transportation Services,TP-Permits & Applications,Development Review Applications,850A,User Fees & Donations,Revenues,"(2,610,207)"
Transportation Services,TP-Permits & Applications,Development Review Applications,920A,Transfers From Capital,Revenues,"(13,360)"
Transportation Services,TP-Permits & Applications,Development Review Applications,930A,Contribution From Reserves/Reserve Funds,Revenues,"(298,539)"
Transportation Services,TP-Permits & Applications,Development Review Applications,940A,Sundry and Other Revenues,Revenues,"(54,652)"
Transportation Services,TP-Permits & Applications,Parking Permits,850A,User Fees & Donations,Revenues,"(20,160,593)"
Transportation Services,TP-Permits & Applications,Parking Permits,860A,Licences & Permits Revenue,Revenues,"(536,784)"
Transportation Services,TP-Permits & Applications,Parking Permits,920A,Transfers From Capital,Revenues,"(13,360)"
Transportation Services,TP-Permits & Applications,Parking Permits,930A,Contribution From Reserves/Reserve Funds,Revenues,"(892,976)"
Transportation Services,TP-Permits & Applications,Parking Permits,940A,Sundry and Other Revenues,Revenues,"1,213,941"
Transportation Services,TP-Permits & Applications,Street Events,850A,User Fees & Donations,Revenues,"(558,770)"
Transportation Services,TP-Permits & Applications,Street Events,860A,Licences & Permits Revenue,Revenues,"(458,493)"
Transportation Services,TP-Permits & Applications,Street Events,920A,Transfers From Capital,Revenues,"(15,683)"
Transportation Services,TP-Permits & Applications,Street Events,930A,Contribution From Reserves/Reserve Funds,Revenues,"(1,135,195)"
Transportation Services,TP-Permits & Applications,Street Events,940A,Sundry and Other Revenues,Revenues,"134,852"
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",850A,User Fees & Donations,Revenues,"(47,485)"
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",920A,Transfers From Capital,Revenues,"(2,438,350)"
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",940A,Sundry and Other Revenues,Revenues,"(693,460)"
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,920A,Transfers From Capital,Revenues,"(470,002)"
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,930A,Contribution From Reserves/Reserve Funds,Revenues,"(298,539)"
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,940A,Sundry and Other Revenues,Revenues,"(54,652)"
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,850A,User Fees & Donations,Revenues,"(15,338)"
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,920A,Transfers From Capital,Revenues,"(1,304,019)"
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,930A,Contribution From Reserves/Reserve Funds,Revenues,"(1,683,120)"
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,940A,Sundry and Other Revenues,Revenues,"(86,265)"
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,920A,Transfers From Capital,Revenues,"(495,978)"
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,930A,Contribution From Reserves/Reserve Funds,Revenues,"(8,646,202)"
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,940A,Sundry and Other Revenues,Revenues,"(15,000)"
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,750A,Inter-Divisional Recoveries,Revenues,"(13,975,000)"
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,850A,User Fees & Donations,Revenues,"(18,834,068)"
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,920A,Transfers From Capital,Revenues,"(22,023,922)"
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,930A,Contribution From Reserves/Reserve Funds,Revenues,"(797,078)"
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,940A,Sundry and Other Revenues,Revenues,"(55,332,777)"
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,750A,Inter-Divisional Recoveries,Revenues,"(200,000)"
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,850A,User Fees & Donations,Revenues,"(68,327)"
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,920A,Transfers From Capital,Revenues,"(172,167)"
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,930A,Contribution From Reserves/Reserve Funds,Revenues,"(4,597,078)"
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,940A,Sundry and Other Revenues,Revenues,"(540,545)"
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,920A,Transfers From Capital,Revenues,"(1,087,382)"
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,940A,Sundry and Other Revenues,Revenues,"(2,768,720)"
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,920A,Transfers From Capital,Revenues,"(6,454)"
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,940A,Sundry and Other Revenues,Revenues,"(579,568)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,850A,User Fees & Donations,Revenues,"(80,359)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,920A,Transfers From Capital,Revenues,"(1,268,095)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,940A,Sundry and Other Revenues,Revenues,"(734,845)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,850A,User Fees & Donations,Revenues,"(84,411)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,920A,Transfers From Capital,Revenues,"(999,203)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,930A,Contribution From Reserves/Reserve Funds,Revenues,"(298,539)"
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,940A,Sundry and Other Revenues,Revenues,"(1,152,902)"
Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,850A,User Fees & Donations,Revenues,"(1,060,000)"
Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,860A,Licences & Permits Revenue,Revenues,"(345,000)"
Yonge-Dundas Square,Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,940A,Sundry and Other Revenues,Revenues,"(540,150)"
Total Result,,,,,,"(11,763,793,365)"
