_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,920A,Transfers From Capital,1014128,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,850A,User Fees & Donations,15338,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,930A,Contribution From Reserves/Reserve Funds,8299322,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,940A,Sundry and Other Revenues,280282,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,930A,Contribution From Reserves/Reserve Funds,6178514,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,750A,Inter-Divisional Recoveries,8709700,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,940A,Sundry and Other Revenues,32984486,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,920A,Transfers From Capital,19520495,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,850A,User Fees & Donations,13648378,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,930A,Contribution From Reserves/Reserve Funds,681838,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,750A,Inter-Divisional Recoveries,18449,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,940A,Sundry and Other Revenues,588193,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,920A,Transfers From Capital,161785,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,850A,User Fees & Donations,87944,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,930A,Contribution From Reserves/Reserve Funds,84658,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,940A,Sundry and Other Revenues,3211582,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signal Installation & Maintenance,920A,Transfers From Capital,1087382,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,930A,Contribution From Reserves/Reserve Funds,84658,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,940A,Sundry and Other Revenues,1826789,
Transportation Services,TP-Transportation Safety & Operations,Traffic Signs & Pavement Markings,920A,Transfers From Capital,6454,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,930A,Contribution From Reserves/Reserve Funds,84658,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,940A,Sundry and Other Revenues,1068165,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,920A,Transfers From Capital,1268095,
Transportation Services,TP-Transportation Safety & Operations,Transportation Information & Monitoring Systems,850A,User Fees & Donations,78476,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,930A,Contribution From Reserves/Reserve Funds,383197,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,940A,Sundry and Other Revenues,1201334,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,920A,Transfers From Capital,994012,
Transportation Services,TP-Transportation Safety & Operations,Transportation Studies & Investigations,850A,User Fees & Donations,82951,
Yonge-Dundas Square,Yd-Public Square And Event Venue,,860A,Licences & Permits Revenue,345000,
Yonge-Dundas Square,Yd-Public Square And Event Venue,,940A,Sundry and Other Revenues,527649,
Yonge-Dundas Square,Yd-Public Square And Event Venue,,850A,User Fees & Donations,1000000,
